path,class,domain,source,sport,framing,generator,license,attribution,split
backbone/fake/backbone_273.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train
backbone/fake/backbone_275.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5-dreamshaper,see source dataset card,,train
backbone/real/backbone_277.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_278.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux-1.1-pro,see source dataset card,,val
backbone/real/backbone_279.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test
backbone/fake/backbone_280.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,mystic,see source dataset card,,train
backbone/fake/backbone_281.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-xl-v1.0-vae-fix,see source dataset card,,train
backbone/fake/backbone_283.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,seedream-v4.0,see source dataset card,,train
backbone/fake/backbone_284.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,imagen-4.0,see source dataset card,,train
backbone/fake/backbone_285.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-schnell,see source dataset card,,train
backbone/fake/backbone_286.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-touchofrealism,see source dataset card,,train
backbone/real/backbone_287.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_288.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_289.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-juggernaut,see source dataset card,,test
backbone/real/backbone_290.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_291.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,val
backbone/fake/backbone_292.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/real/backbone_293.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_294.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/fake/backbone_295.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,test
backbone/fake/backbone_296.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux-mvc5000,see source dataset card,,val
backbone/real/backbone_298.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/real/backbone_299.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_300.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,imagen-3.0-002,see source dataset card,,train
backbone/real/backbone_303.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_304.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train
backbone/fake/backbone_306.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,midjourney-6,see source dataset card,,train
backbone/fake/backbone_307.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,ideogram-3.0,see source dataset card,,val
backbone/real/backbone_308.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_310.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/fake/backbone_311.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5-epicdream,see source dataset card,,train
backbone/fake/backbone_312.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,gpt-image-1,see source dataset card,,val
backbone/real/backbone_313.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/real/backbone_314.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/real/backbone_315.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/fake/backbone_316.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5-dreamshaper,see source dataset card,,val
backbone/real/backbone_317.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,val
backbone/fake/backbone_318.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,imagen-4.0,see source dataset card,,test
backbone/real/backbone_319.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_320.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,nano-banana,see source dataset card,,train
backbone/fake/backbone_321.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/real/backbone_322.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_323.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/real/backbone_324.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_325.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/fake/backbone_326.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,midjourney-6,see source dataset card,,val
backbone/fake/backbone_328.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-realvis-v5,see source dataset card,,train
backbone/fake/backbone_329.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/real/backbone_330.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_331.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,test
backbone/real/backbone_332.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_333.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,midjourney-6,see source dataset card,,train
backbone/real/backbone_334.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_335.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_336.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,midjourney-6,see source dataset card,,train
backbone/real/backbone_337.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_338.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,test
backbone/fake/backbone_339.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train
backbone/fake/backbone_341.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,val
backbone/real/backbone_342.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,val
backbone/fake/backbone_343.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/fake/backbone_344.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-realvis-v5,see source dataset card,,test
backbone/fake/backbone_345.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-touchofrealism,see source dataset card,,train
backbone/real/backbone_346.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_347.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,cyberrealistic-xl-v9.0,see source dataset card,,test
backbone/fake/backbone_348.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,val
backbone/fake/backbone_350.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,dalle-3,see source dataset card,,train
backbone/real/backbone_351.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/fake/backbone_352.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl,see source dataset card,,test
backbone/real/backbone_353.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,val
backbone/real/backbone_354.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_355.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_356.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_357.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/fake/backbone_358.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-schnell,see source dataset card,,train
backbone/fake/backbone_359.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-schnell,see source dataset card,,train
backbone/fake/backbone_360.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5,see source dataset card,,train
backbone/real/backbone_361.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_362.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,ideogram-3.0,see source dataset card,,train
backbone/fake/backbone_363.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5-epicdream,see source dataset card,,val
backbone/fake/backbone_364.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,stable-diffusion-v1-4,see source dataset card,,test
backbone/real/backbone_365.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_366.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,one-obsession-17-red-sdxl,see source dataset card,,train
backbone/fake/backbone_367.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/fake/backbone_368.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/fake/backbone_369.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,dalle-3,see source dataset card,,train
backbone/real/backbone_371.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/real/backbone_372.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/fake/backbone_373.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,ideogram-3.0,see source dataset card,,train
backbone/fake/backbone_374.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,ideogram-3.0,see source dataset card,,train
backbone/fake/backbone_375.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,dalle-3,see source dataset card,,train
backbone/fake/backbone_376.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train
backbone/fake/backbone_377.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,realistic_vision_v5.1_novae,see source dataset card,,train
backbone/real/backbone_378.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_379.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_381.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_382.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test
backbone/real/backbone_383.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_384.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test
backbone/real/backbone_385.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_386.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-juggernaut,see source dataset card,,train
backbone/fake/backbone_387.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5-epicdream,see source dataset card,,val
backbone/real/backbone_388.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_389.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,studio-ghibli-wan2.1-t2v-14b-v1.0,see source dataset card,,train
backbone/fake/backbone_390.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-realvis-v5,see source dataset card,,train
backbone/real/backbone_391.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_392.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,nano-banana-2,see source dataset card,,train
backbone/fake/backbone_393.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/fake/backbone_394.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,ideogram-3.0,see source dataset card,,test
backbone/real/backbone_395.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_396.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl,see source dataset card,,train
backbone/fake/backbone_397.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train
backbone/fake/backbone_398.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux-mvc5000,see source dataset card,,train
backbone/fake/backbone_399.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-realvis-v5,see source dataset card,,train
backbone/fake/backbone_400.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,novaanimexl_ilv140,see source dataset card,,train
backbone/real/backbone_401.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_402.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test
backbone/fake/backbone_403.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train
backbone/fake/backbone_404.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,wan-video-2.2,see source dataset card,,train
backbone/fake/backbone_405.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train
backbone/real/backbone_406.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,val
backbone/fake/backbone_407.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-realvis-v5,see source dataset card,,train
backbone/fake/backbone_408.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,gpt-image-1,see source dataset card,,train
backbone/fake/backbone_409.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train
backbone/fake/backbone_410.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train
backbone/real/backbone_411.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_412.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/real/backbone_413.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,val
backbone/fake/backbone_414.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,val
backbone/fake/backbone_415.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,playground-v2.5-1024px-aesthetic,see source dataset card,,val
backbone/real/backbone_417.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_418.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/fake/backbone_419.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,test
backbone/real/backbone_420.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_421.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_422.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl,see source dataset card,,val
backbone/real/backbone_423.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_424.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5-epicdream,see source dataset card,,train
backbone/fake/backbone_425.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,val
backbone/fake/backbone_426.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,hidream-i1-full,see source dataset card,,test
backbone/real/backbone_427.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_428.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,val
backbone/fake/backbone_429.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train
backbone/real/backbone_430.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_431.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/real/backbone_432.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/fake/backbone_433.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.2-klein-4b,see source dataset card,,train
backbone/fake/backbone_434.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,test
backbone/fake/backbone_435.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux-amateursnapshotphotos,see source dataset card,,train
backbone/real/backbone_436.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_437.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_438.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,pony,see source dataset card,,train
backbone/fake/backbone_439.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl,see source dataset card,,train
backbone/fake/backbone_440.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,realistic_vision_v5.1_novae,see source dataset card,,train
backbone/real/backbone_441.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_442.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/fake/backbone_443.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux-1.1-pro,see source dataset card,,val
backbone/fake/backbone_444.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux-1.1-pro,see source dataset card,,train
backbone/fake/backbone_445.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/fake/backbone_446.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/fake/backbone_447.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.2-klein-base-4b,see source dataset card,,train
backbone/real/backbone_448.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_449.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_450.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_451.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train
backbone/fake/backbone_452.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,imagen-4.0,see source dataset card,,train
backbone/real/backbone_453.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_454.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,val
backbone/fake/backbone_455.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-schnell,see source dataset card,,train
backbone/fake/backbone_456.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-schnell,see source dataset card,,test
backbone/fake/backbone_457.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,val
backbone/fake/backbone_458.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5-dreamshaper,see source dataset card,,train
backbone/fake/backbone_459.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-touchofrealism,see source dataset card,,train
backbone/fake/backbone_461.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-schnell,see source dataset card,,test
backbone/fake/backbone_462.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train
backbone/fake/backbone_463.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train
backbone/fake/backbone_464.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,test
backbone/fake/backbone_465.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train
backbone/fake/backbone_466.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-epic-realism,see source dataset card,,train
backbone/fake/backbone_468.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-touchofrealism,see source dataset card,,train
backbone/fake/backbone_469.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,stable-diffusion-v1-5,see source dataset card,,test
backbone/fake/backbone_470.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-epic-realism,see source dataset card,,train
backbone/fake/backbone_471.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl,see source dataset card,,test
backbone/fake/backbone_472.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-epic-realism,see source dataset card,,test
backbone/fake/backbone_473.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train
backbone/real/backbone_474.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/fake/backbone_475.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,cyberrealistic-pony-v14.0,see source dataset card,,test
backbone/real/backbone_476.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/fake/backbone_477.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train
backbone/fake/backbone_478.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl,see source dataset card,,val
backbone/fake/backbone_479.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,grok-2-image-1212,see source dataset card,,train
backbone/real/backbone_480.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,val
backbone/fake/backbone_482.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-schnell,see source dataset card,,train
backbone/real/backbone_483.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_484.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/fake/backbone_485.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,hidream-i1-full,see source dataset card,,val
backbone/real/backbone_487.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/fake/backbone_488.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-juggernaut,see source dataset card,,train
backbone/real/backbone_491.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_492.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_495.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_497.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_499.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,val
backbone/real/backbone_500.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_501.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test
backbone/real/backbone_502.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_503.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/real/backbone_504.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/real/backbone_506.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,val
backbone/real/backbone_507.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/real/backbone_508.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/real/backbone_509.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_512.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/real/backbone_514.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_519.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_521.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_523.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_525.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/real/backbone_526.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_531.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_532.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_537.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_539.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_544.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_546.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_547.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/real/backbone_549.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test
backbone/real/backbone_550.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_554.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_555.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_558.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/real/backbone_559.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/real/backbone_561.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_562.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val
backbone/real/backbone_563.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_564.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train
backbone/real/backbone_567.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test
backbone/real/backbone_582.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_584.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_585.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train
backbone/real/backbone_586.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,val
backbone/real/backbone_589.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,val
backbone/real/backbone_591.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test
