path,class,domain,source,sport,framing,generator,license,attribution,split,original_path
normalized/real/backbone_606.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_606.jpg
normalized/real/backbone_608.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_608.jpg
normalized/fake/backbone_609.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,grok-imagine,see source dataset card,,train,backbone/fake/backbone_609.jpg
normalized/fake/backbone_610.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,anima-preview2,see source dataset card,,test,backbone/fake/backbone_610.jpg
normalized/real/backbone_611.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_611.jpg
normalized/fake/backbone_614.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.2-dev,see source dataset card,,train,backbone/fake/backbone_614.jpg
normalized/fake/backbone_615.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train,backbone/fake/backbone_615.jpg
normalized/fake/backbone_616.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,test,backbone/fake/backbone_616.jpg
normalized/fake/backbone_618.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5-dreamshaper,see source dataset card,,train,backbone/fake/backbone_618.jpg
normalized/fake/backbone_619.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,test,backbone/fake/backbone_619.jpg
normalized/fake/backbone_620.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,midjourney-6,see source dataset card,,train,backbone/fake/backbone_620.jpg
normalized/real/backbone_621.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_621.jpg
normalized/fake/backbone_622.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train,backbone/fake/backbone_622.jpg
normalized/fake/backbone_623.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,kolors-v1.0,see source dataset card,,train,backbone/fake/backbone_623.jpg
normalized/fake/backbone_624.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-touchofrealism,see source dataset card,,train,backbone/fake/backbone_624.jpg
normalized/fake/backbone_625.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,test,backbone/fake/backbone_625.jpg
normalized/real/backbone_626.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_626.jpg
normalized/real/backbone_627.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_627.jpg
normalized/fake/backbone_628.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-epic-realism,see source dataset card,,test,backbone/fake/backbone_628.jpg
normalized/real/backbone_629.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_629.jpg
normalized/real/backbone_632.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_632.jpg
normalized/real/backbone_633.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_633.jpg
normalized/real/backbone_634.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_634.jpg
normalized/real/backbone_635.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val,backbone/real/backbone_635.jpg
normalized/real/backbone_636.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_636.jpg
normalized/real/backbone_637.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_637.jpg
normalized/real/backbone_639.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_639.jpg
normalized/fake/backbone_640.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,imagen-4.0,see source dataset card,,val,backbone/fake/backbone_640.jpg
normalized/fake/backbone_642.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,imagen-4.0,see source dataset card,,train,backbone/fake/backbone_642.jpg
normalized/real/backbone_643.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_643.jpg
normalized/fake/backbone_649.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train,backbone/fake/backbone_649.jpg
normalized/fake/backbone_650.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,stable-diffusion-v1-5,see source dataset card,,train,backbone/fake/backbone_650.jpg
normalized/fake/backbone_652.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-touchofrealism,see source dataset card,,train,backbone/fake/backbone_652.jpg
normalized/real/backbone_653.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test,backbone/real/backbone_653.jpg
normalized/fake/backbone_654.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-epic-realism,see source dataset card,,test,backbone/fake/backbone_654.jpg
normalized/fake/backbone_655.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-touchofrealism,see source dataset card,,test,backbone/fake/backbone_655.jpg
normalized/fake/backbone_656.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,dalle-3,see source dataset card,,train,backbone/fake/backbone_656.jpg
normalized/real/backbone_657.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_657.jpg
normalized/real/backbone_658.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_658.jpg
normalized/real/backbone_660.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_660.jpg
normalized/real/backbone_661.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_661.jpg
normalized/real/backbone_662.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_662.jpg
normalized/real/backbone_663.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_663.jpg
normalized/real/backbone_666.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_666.jpg
normalized/fake/backbone_667.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-realvis-v5,see source dataset card,,train,backbone/fake/backbone_667.jpg
normalized/fake/backbone_668.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,mystic,see source dataset card,,test,backbone/fake/backbone_668.jpg
normalized/real/backbone_669.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_669.jpg
normalized/real/backbone_670.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_670.jpg
normalized/fake/backbone_671.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux-1.1-pro,see source dataset card,,val,backbone/fake/backbone_671.jpg
normalized/real/backbone_672.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_672.jpg
normalized/real/backbone_673.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_673.jpg
normalized/real/backbone_675.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_675.jpg
normalized/fake/backbone_676.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl,see source dataset card,,train,backbone/fake/backbone_676.jpg
normalized/fake/backbone_677.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,val,backbone/fake/backbone_677.jpg
normalized/real/backbone_678.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_678.jpg
normalized/real/backbone_680.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_680.jpg
normalized/fake/backbone_681.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,nano-banana,see source dataset card,,train,backbone/fake/backbone_681.jpg
normalized/real/backbone_682.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_682.jpg
normalized/fake/backbone_684.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-epic-realism,see source dataset card,,train,backbone/fake/backbone_684.jpg
normalized/fake/backbone_685.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train,backbone/fake/backbone_685.jpg
normalized/fake/backbone_686.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,grok-2-image-1212,see source dataset card,,val,backbone/fake/backbone_686.jpg
normalized/fake/backbone_688.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,tiny-random-sana,see source dataset card,,train,backbone/fake/backbone_688.jpg
normalized/real/backbone_689.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_689.jpg
normalized/fake/backbone_690.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,gpt-image-1,see source dataset card,,val,backbone/fake/backbone_690.jpg
normalized/real/backbone_691.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,val,backbone/real/backbone_691.jpg
normalized/real/backbone_692.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val,backbone/real/backbone_692.jpg
normalized/fake/backbone_694.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl,see source dataset card,,train,backbone/fake/backbone_694.jpg
normalized/real/backbone_695.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test,backbone/real/backbone_695.jpg
normalized/fake/backbone_696.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,mystic,see source dataset card,,val,backbone/fake/backbone_696.jpg
normalized/real/backbone_697.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_697.jpg
normalized/real/backbone_698.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_698.jpg
normalized/real/backbone_699.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_699.jpg
normalized/fake/backbone_700.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux-1.1-pro,see source dataset card,,train,backbone/fake/backbone_700.jpg
normalized/real/backbone_703.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_703.jpg
normalized/fake/backbone_704.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-juggernaut,see source dataset card,,train,backbone/fake/backbone_704.jpg
normalized/real/backbone_705.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_705.jpg
normalized/fake/backbone_706.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,seedream-v4.0,see source dataset card,,train,backbone/fake/backbone_706.jpg
normalized/fake/backbone_707.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train,backbone/fake/backbone_707.jpg
normalized/fake/backbone_710.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-realvis-v5,see source dataset card,,train,backbone/fake/backbone_710.jpg
normalized/real/backbone_711.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_711.jpg
normalized/real/backbone_713.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_713.jpg
normalized/real/backbone_714.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val,backbone/real/backbone_714.jpg
normalized/real/backbone_715.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_715.jpg
normalized/real/backbone_716.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,val,backbone/real/backbone_716.jpg
normalized/fake/backbone_717.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train,backbone/fake/backbone_717.jpg
normalized/fake/backbone_718.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-schnell,see source dataset card,,train,backbone/fake/backbone_718.jpg
normalized/real/backbone_720.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test,backbone/real/backbone_720.jpg
normalized/real/backbone_721.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test,backbone/real/backbone_721.jpg
normalized/fake/backbone_722.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-juggernaut,see source dataset card,,test,backbone/fake/backbone_722.jpg
normalized/real/backbone_723.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_723.jpg
normalized/real/backbone_725.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,val,backbone/real/backbone_725.jpg
normalized/real/backbone_726.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test,backbone/real/backbone_726.jpg
normalized/fake/backbone_727.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl,see source dataset card,,train,backbone/fake/backbone_727.jpg
normalized/real/backbone_728.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_728.jpg
normalized/real/backbone_729.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_729.jpg
normalized/real/backbone_731.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_731.jpg
normalized/real/backbone_732.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_732.jpg
normalized/real/backbone_734.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_734.jpg
normalized/fake/backbone_735.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,ideogram-3.0,see source dataset card,,train,backbone/fake/backbone_735.jpg
normalized/fake/backbone_738.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train,backbone/fake/backbone_738.jpg
normalized/real/backbone_740.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test,backbone/real/backbone_740.jpg
normalized/fake/backbone_741.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-turbo,see source dataset card,,train,backbone/fake/backbone_741.jpg
normalized/fake/backbone_745.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5-dreamshaper,see source dataset card,,val,backbone/fake/backbone_745.jpg
normalized/real/backbone_746.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test,backbone/real/backbone_746.jpg
normalized/fake/backbone_747.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-schnell,see source dataset card,,train,backbone/fake/backbone_747.jpg
normalized/fake/backbone_748.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,hidream-i1-full,see source dataset card,,train,backbone/fake/backbone_748.jpg
normalized/fake/backbone_749.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux-1.1-pro,see source dataset card,,train,backbone/fake/backbone_749.jpg
normalized/fake/backbone_750.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5-dreamshaper,see source dataset card,,val,backbone/fake/backbone_750.jpg
normalized/fake/backbone_751.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train,backbone/fake/backbone_751.jpg
normalized/fake/backbone_752.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux-realism,see source dataset card,,train,backbone/fake/backbone_752.jpg
normalized/fake/backbone_754.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-touchofrealism,see source dataset card,,train,backbone/fake/backbone_754.jpg
normalized/fake/backbone_755.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5-dreamshaper,see source dataset card,,train,backbone/fake/backbone_755.jpg
normalized/fake/backbone_756.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train,backbone/fake/backbone_756.jpg
normalized/real/backbone_758.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val,backbone/real/backbone_758.jpg
normalized/fake/backbone_759.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,test,backbone/fake/backbone_759.jpg
normalized/real/backbone_760.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_760.jpg
normalized/real/backbone_761.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_761.jpg
normalized/real/backbone_763.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_763.jpg
normalized/fake/backbone_765.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train,backbone/fake/backbone_765.jpg
normalized/fake/backbone_766.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux-1.1-pro,see source dataset card,,train,backbone/fake/backbone_766.jpg
normalized/fake/backbone_767.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-realvis-v5,see source dataset card,,train,backbone/fake/backbone_767.jpg
normalized/fake/backbone_768.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,gpt-image-1,see source dataset card,,train,backbone/fake/backbone_768.jpg
normalized/fake/backbone_769.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train,backbone/fake/backbone_769.jpg
normalized/fake/backbone_770.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,gpt-image-1,see source dataset card,,train,backbone/fake/backbone_770.jpg
normalized/fake/backbone_771.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-realvis-v5,see source dataset card,,train,backbone/fake/backbone_771.jpg
normalized/fake/backbone_772.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,imagen-4.0,see source dataset card,,test,backbone/fake/backbone_772.jpg
normalized/fake/backbone_773.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,val,backbone/fake/backbone_773.jpg
normalized/fake/backbone_775.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,studio-ghibli-wan2.1-t2v-14b-v1.0,see source dataset card,,train,backbone/fake/backbone_775.jpg
normalized/fake/backbone_777.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train,backbone/fake/backbone_777.jpg
normalized/real/backbone_778.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_778.jpg
normalized/real/backbone_780.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_780.jpg
normalized/real/backbone_781.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test,backbone/real/backbone_781.jpg
normalized/real/backbone_782.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test,backbone/real/backbone_782.jpg
normalized/fake/backbone_784.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,test,backbone/fake/backbone_784.jpg
normalized/real/backbone_785.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_785.jpg
normalized/fake/backbone_788.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,midjourney-6,see source dataset card,,train,backbone/fake/backbone_788.jpg
normalized/real/backbone_789.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,val,backbone/real/backbone_789.jpg
normalized/real/backbone_791.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_791.jpg
normalized/real/backbone_792.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_792.jpg
normalized/real/backbone_793.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_793.jpg
normalized/real/backbone_794.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val,backbone/real/backbone_794.jpg
normalized/real/backbone_795.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_795.jpg
normalized/fake/backbone_796.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,stable-diffusion-v1-5,see source dataset card,,train,backbone/fake/backbone_796.jpg
normalized/real/backbone_798.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_798.jpg
normalized/fake/backbone_799.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train,backbone/fake/backbone_799.jpg
normalized/fake/backbone_800.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-turbo,see source dataset card,,train,backbone/fake/backbone_800.jpg
normalized/fake/backbone_802.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train,backbone/fake/backbone_802.jpg
normalized/real/backbone_803.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,val,backbone/real/backbone_803.jpg
normalized/real/backbone_804.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_804.jpg
normalized/fake/backbone_805.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-schnell,see source dataset card,,train,backbone/fake/backbone_805.jpg
normalized/real/backbone_806.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test,backbone/real/backbone_806.jpg
normalized/fake/backbone_807.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-schnell,see source dataset card,,train,backbone/fake/backbone_807.jpg
normalized/fake/backbone_808.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-1.5-epicdream,see source dataset card,,val,backbone/fake/backbone_808.jpg
normalized/fake/backbone_809.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train,backbone/fake/backbone_809.jpg
normalized/real/backbone_811.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_811.jpg
normalized/real/backbone_812.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_812.jpg
normalized/real/backbone_816.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_816.jpg
normalized/fake/backbone_817.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,ltxv-2.3,see source dataset card,,test,backbone/fake/backbone_817.jpg
normalized/real/backbone_819.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val,backbone/real/backbone_819.jpg
normalized/fake/backbone_820.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train,backbone/fake/backbone_820.jpg
normalized/fake/backbone_821.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train,backbone/fake/backbone_821.jpg
normalized/fake/backbone_823.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-epic-realism,see source dataset card,,test,backbone/fake/backbone_823.jpg
normalized/fake/backbone_824.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,test,backbone/fake/backbone_824.jpg
normalized/real/backbone_825.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_825.jpg
normalized/fake/backbone_826.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,val,backbone/fake/backbone_826.jpg
normalized/fake/backbone_827.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,imagen-4.0,see source dataset card,,train,backbone/fake/backbone_827.jpg
normalized/fake/backbone_828.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,qwen-image,see source dataset card,,train,backbone/fake/backbone_828.jpg
normalized/fake/backbone_830.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train,backbone/fake/backbone_830.jpg
normalized/real/backbone_831.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,train,backbone/real/backbone_831.jpg
normalized/fake/backbone_832.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,studio-ghibli-wan2.1-t2v-14b-v1.0,see source dataset card,,test,backbone/fake/backbone_832.jpg
normalized/fake/backbone_834.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,val,backbone/fake/backbone_834.jpg
normalized/fake/backbone_836.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl,see source dataset card,,train,backbone/fake/backbone_836.jpg
normalized/real/backbone_838.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test,backbone/real/backbone_838.jpg
normalized/real/backbone_839.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,test,backbone/real/backbone_839.jpg
normalized/fake/backbone_840.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,dalle-3,see source dataset card,,train,backbone/fake/backbone_840.jpg
normalized/fake/backbone_841.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,dalle-3,see source dataset card,,train,backbone/fake/backbone_841.jpg
normalized/fake/backbone_842.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,val,backbone/fake/backbone_842.jpg
normalized/real/backbone_843.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,val,backbone/real/backbone_843.jpg
normalized/fake/backbone_844.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sdxl-epic-realism,see source dataset card,,test,backbone/fake/backbone_844.jpg
normalized/fake/backbone_846.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-turbo,see source dataset card,,train,backbone/fake/backbone_846.jpg
normalized/fake/backbone_847.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,hidream-i1-full,see source dataset card,,train,backbone/fake/backbone_847.jpg
normalized/real/backbone_850.jpg,real,general,hf:ComplexDataLab/OpenFake,,,pexels,see source dataset card,,test,backbone/real/backbone_850.jpg
normalized/fake/backbone_851.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,train,backbone/fake/backbone_851.jpg
normalized/fake/backbone_852.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux.1-dev,see source dataset card,,val,backbone/fake/backbone_852.jpg
normalized/fake/backbone_854.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-2.1,see source dataset card,,train,backbone/fake/backbone_854.jpg
normalized/fake/backbone_856.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,flux-1.1-pro,see source dataset card,,train,backbone/fake/backbone_856.jpg
normalized/fake/backbone_859.jpg,fake,general,hf:ComplexDataLab/OpenFake,,,sd-3.5,see source dataset card,,train,backbone/fake/backbone_859.jpg
normalized/real/backbone_861.jpg,real,general,hf:ComplexDataLab/OpenFake,,,laion,see source dataset card,,train,backbone/real/backbone_861.jpg
